Rk,Squad,Comp,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA
82, vs Stuttgart,de Bundesliga,27,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
83, vs Sunderland,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
84, vs Swansea City,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
85, vs Torino,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
86, vs Tottenham,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
87, vs Toulouse,fr Ligue 1,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
88, vs Troyes,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
89, vs Udinese,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
90, vs Valencia,es La Liga,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
91, vs Valenciennes,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
92, vs Valladolid,es La Liga,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
93, vs Werder Bremen,de Bundesliga,24,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
94, vs West Brom,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
95, vs West Ham,eng Premier League,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
96, vs Wigan Athletic,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
97, vs Wolfsburg,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
98, vs Zaragoza,es La Liga,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1, vs Alavés,es La Liga,32,38.0,15671,20109,77.9,285197,97858,6754,7797,86.6,6374,7561,84.3,1942,3427,56.7,36,37.1,32.4,-1.1,332,1139,283,72,1548
2, vs Amiens,fr Ligue 1,27,28.0,12188,15383,79.2,219681,79923,5410,6220,87.0,4952,5823,85.0,1436,2465,58.3,36,28.2,25.8,+7.8,297,883,220,62,1238
3, vs Angers,fr Ligue 1,26,28.0,13506,16379,82.5,232402,80715,6395,7122,89.8,5518,6291,87.7,1264,2171,58.2,25,21.6,17.9,+3.4,200,1020,161,42,1308
4, vs Arsenal,eng Premier League,29,38.0,13968,17668,79.1,245849,89696,6592,7433,88.7,5474,6451,84.9,1506,2727,55.2,30,39.1,33.2,-9.1,415,1087,300,85,1369
5, vs Aston Villa,eng Premier League,28,38.0,16142,20266,79.7,279743,100721,7760,8725,88.9,6185,7276,85.0,1661,2984,55.7,44,46.6,39.9,-2.6,458,1350,383,74,1823
6, vs Atalanta,it Serie A,30,38.0,12397,16331,75.9,220887,90962,5700,6512,87.5,4782,5854,81.7,1503,2875,52.3,30,27.9,20.3,+2.1,286,843,190,51,1072
7, vs Athletic Club,es La Liga,26,38.0,13649,18082,75.5,245082,93027,6206,7231,85.8,5280,6511,81.1,1666,3162,52.7,26,34.6,32.0,-8.6,288,1019,267,84,1390
8, vs Atlético Madrid,es La Liga,30,38.0,14900,19126,77.9,275845,93423,6444,7434,86.7,5943,7046,84.3,2007,3500,57.3,15,22.9,25.5,-7.9,299,1203,225,68,1523
9, vs Augsburg,de Bundesliga,28,34.0,16310,20275,80.4,302574,105088,6626,7632,86.8,7229,8268,87.4,1980,3269,60.6,50,44.9,42.7,+5.1,356,1243,279,76,1564
10, vs Barcelona,es La Liga,28,38.0,10889,14303,76.1,191184,73922,5128,5926,86.5,4001,4816,83.1,1301,2487,52.3,21,23.6,23.3,-2.6,257,753,210,68,1003
11, vs Bayern Munich,de Bundesliga,29,34.0,9582,13091,73.2,177045,76683,4287,5062,84.7,3692,4569,80.8,1288,2567,50.2,23,26.3,23.3,-3.3,231,629,166,54,840
12, vs Betis,es La Liga,27,38.0,11625,15463,75.2,214797,82200,5043,5816,86.7,4579,5561,82.3,1552,2976,52.2,40,36.1,32.5,+3.9,330,915,270,77,1263
13, vs Bologna,it Serie A,31,38.0,12886,16783,76.8,229366,92955,5892,6843,86.1,5127,6150,83.4,1464,2703,54.2,40,38.3,31.0,+1.7,407,1034,313,71,1433
14, vs Bordeaux,fr Ligue 1,26,28.0,10061,13024,77.2,182809,65793,4469,5185,86.2,4233,5033,84.1,1145,2166,52.9,28,28.5,23.0,-0.5,269,721,197,46,1053
15, vs Bournemouth,eng Premier League,27,38.0,16667,21185,78.7,294977,98427,7405,8464,87.5,7039,8266,85.2,1705,3186,53.5,45,42.6,36.9,+2.4,415,1241,366,86,1670
16, vs Brescia,it Serie A,32,38.0,18024,21731,82.9,314361,110716,8411,9278,90.7,7176,8264,86.8,1900,3002,63.3,55,52.4,46.2,+2.6,532,1430,456,119,1865
17, vs Brest,fr Ligue 1,24,28.0,11328,14354,78.9,201902,77054,5207,5998,86.8,4516,5331,84.7,1287,2261,56.9,24,30.5,27.8,-6.5,293,843,219,80,1144
18, vs Brighton,eng Premier League,25,38.0,14322,18458,77.6,247084,86934,6790,7740,87.7,5484,6563,83.6,1527,2904,52.6,42,43.1,32.0,-1.1,376,992,297,63,1342
19, vs Burnley,eng Premier League,22,38.0,15824,20627,76.7,268946,94434,7570,8683,87.2,6129,7430,82.5,1544,3175,48.6,38,36.6,31.9,+1.4,403,1105,352,86,1544
20, vs Cagliari,it Serie A,33,38.0,16537,20192,81.9,295467,104861,7340,8200,89.5,6737,7717,87.3,1922,3033,63.4,35,40.5,38.0,-5.5,439,1302,388,116,1740
21, vs Celta Vigo,es La Liga,30,38.0,13456,17544,76.7,237469,86488,6243,7168,87.1,5045,6092,82.8,1611,3054,52.8,31,33.4,33.9,-2.4,327,1116,286,83,1436
22, vs Chelsea,eng Premier League,27,38.0,12445,16600,75.0,218822,82681,5803,6816,85.1,4884,5932,82.3,1342,2751,48.8,36,27.4,23.9,+8.6,241,847,216,55,1151
23, vs Crystal Palace,eng Premier League,25,38.0,16178,20387,79.4,283124,96926,7477,8506,87.9,6428,7601,84.6,1703,2988,57.0,36,40.0,36.7,-4.0,380,1280,328,81,1690
24, vs Dijon,fr Ligue 1,28,28.0,12016,15098,79.6,213541,78775,5378,6141,87.6,5105,5935,86.0,1227,2228,55.1,25,28.1,27.7,-3.1,290,919,224,62,1296
25, vs Dortmund,de Bundesliga,27,34.0,12236,15653,78.2,219973,79043,5249,5987,87.7,5213,6143,84.9,1370,2472,55.4,27,31.3,27.9,-4.3,262,843,189,54,1101
26, vs Düsseldorf,de Bundesliga,28,34.0,14730,18407,80.0,261806,94817,6457,7328,88.1,6228,7187,86.7,1589,2767,57.4,53,44.2,43.8,+8.8,336,981,237,77,1286
27, vs Eibar,es La Liga,26,38.0,13273,18285,72.6,244320,99810,5931,7081,83.8,5059,6351,79.7,1801,3578,50.3,38,40.0,28.7,-2.0,278,810,272,79,1177
28, vs Eint Frankfurt,de Bundesliga,27,34.0,12331,16294,75.7,224751,89439,5345,6334,84.4,5019,6050,83.0,1535,2788,55.1,46,40.3,30.1,+5.7,335,874,227,68,1264
29, vs Espanyol,es La Liga,31,38.0,13993,18345,76.3,249816,92695,6503,7537,86.3,5361,6468,82.9,1645,3189,51.6,35,34.9,30.5,+0.1,317,1122,262,73,1452
30, vs Everton,eng Premier League,24,38.0,14366,18648,77.0,255446,94202,6485,7476,86.7,5830,6928,84.2,1560,3010,51.8,39,34.2,29.6,+4.8,317,1045,274,69,1405
31, vs Fiorentina,it Serie A,33,38.0,15326,19046,80.5,268316,94559,6970,7807,89.3,6356,7378,86.1,1573,2766,56.9,31,32.2,29.9,-1.2,315,1129,268,70,1497
32, vs Freiburg,de Bundesliga,26,34.0,13736,17426,78.8,248240,92895,5944,6839,86.9,5833,6771,86.1,1509,2752,54.8,32,44.9,46.0,-12.9,452,1125,316,93,1350
33, vs Genoa,it Serie A,34,38.0,14984,18722,80.0,263205,96389,6812,7698,88.5,6080,7167,84.8,1597,2739,58.3,52,40.8,36.5,+11.2,458,1201,359,96,1623
34, vs Getafe,es La Liga,30,38.0,11770,16917,69.6,216123,93019,5239,6390,82.0,4359,5709,76.4,1621,3378,48.0,21,29.5,24.4,-8.5,193,817,150,50,1089
35, vs Granada,es La Liga,27,38.0,14365,18617,77.2,254954,95022,6722,7662,87.7,5544,6693,82.8,1632,3098,52.7,37,33.1,29.0,+3.9,341,992,258,71,1397
36, vs Hellas Verona,it Serie A,30,38.0,13629,17787,76.6,240384,95007,6298,7317,86.1,5416,6591,82.2,1476,2836,52.0,31,36.8,33.0,-5.8,455,1125,363,91,1450
37, vs Hertha BSC,de Bundesliga,32,34.0,14773,18586,79.5,262373,96366,6521,7441,87.6,6186,7231,85.5,1625,2749,59.1,43,37.5,39.4,+5.5,338,1136,295,69,1620
38, vs Hoffenheim,de Bundesliga,31,34.0,13279,16873,78.7,247637,90130,5477,6276,87.3,5677,6683,84.9,1722,2865,60.1,37,44.8,40.8,-7.8,372,1078,307,89,1494
39, vs Inter,it Serie A,29,38.0,14365,17809,80.7,253551,88657,6689,7455,89.7,5580,6591,84.7,1662,2769,60.0,24,28.2,23.8,-4.2,339,1075,280,88,1323
40, vs Juventus,it Serie A,30,38.0,13534,16896,80.1,241959,83130,6235,6987,89.2,5291,6173,85.7,1602,2737,58.5,26,27.2,24.6,-1.2,340,857,238,75,1197
41, vs Köln,de Bundesliga,29,34.0,13651,17500,78.0,239631,93941,6191,7108,87.1,5520,6530,84.5,1460,2719,53.7,53,40.2,35.4,+12.8,335,968,259,55,1382
42, vs Lazio,it Serie A,27,38.0,15858,19233,82.5,275327,95605,7415,8269,89.7,6314,7224,87.4,1659,2687,61.7,28,34.7,29.3,-6.7,396,1168,287,76,1463
43, vs Lecce,it Serie A,30,38.0,17729,21240,83.5,305277,106207,8246,9061,91.0,7157,8148,87.8,1759,2847,61.8,51,61.9,48.9,-10.9,536,1466,417,97,1860
44, vs Leganés,es La Liga,29,38.0,15049,19534,77.0,274698,96360,6509,7555,86.2,6127,7287,84.1,1834,3433,53.4,34,29.7,30.5,+4.3,262,1092,238,92,1423
45, vs Leicester City,eng Premier League,24,38.0,12319,16545,74.5,215679,83904,5972,6985,85.5,4442,5529,80.3,1439,2821,51.0,26,29.2,27.5,-3.2,290,909,254,71,1214
46, vs Levante,es La Liga,29,38.0,13838,17798,77.8,250354,95933,6315,7179,88.0,5298,6393,82.9,1721,3132,54.9,40,47.2,45.6,-7.2,436,1102,340,110,1499
47, vs Leverkusen,de Bundesliga,24,34.0,9475,13325,71.1,175589,74681,4053,4977,81.4,3791,4803,78.9,1283,2519,50.9,31,37.5,31.4,-6.5,273,695,177,43,923
48, vs Lille,fr Ligue 1,25,28.0,9861,12826,76.9,179869,67316,4330,5038,85.9,4001,4789,83.5,1226,2224,55.1,17,22.5,18.8,-5.5,210,624,158,47,936
49, vs Liverpool,eng Premier League,24,38.0,10923,15242,71.7,191418,77636,5234,6146,85.2,4041,5171,78.1,1253,2832,44.2,23,29.6,22.2,-6.6,254,667,195,60,949
50, vs Lyon,fr Ligue 1,27,28.0,9800,12551,78.1,167531,62592,4561,5200,87.7,3890,4615,84.3,934,1895,49.3,15,18.5,16.9,-3.5,235,691,159,34,976
51, vs M'Gladbach,de Bundesliga,25,34.0,12722,16383,77.7,235215,89810,5305,6146,86.3,5366,6341,84.6,1625,2809,57.8,30,34.9,34.3,-4.9,359,858,252,98,1186
52, vs Mainz 05,de Bundesliga,25,34.0,14847,18725,79.3,268650,102123,6297,7206,87.4,6322,7376,85.7,1708,2941,58.1,49,42.3,48.2,+6.7,388,1048,290,81,1518
53, vs Mallorca,es La Liga,32,38.0,15595,19483,80.0,282306,102283,6807,7785,87.4,6476,7483,86.5,1796,3065,58.6,39,43.2,39.5,-4.2,390,1254,386,97,1681
54, vs Manchester City,eng Premier League,24,38.0,10925,14396,75.9,193906,72013,5103,5826,87.6,4277,5020,85.2,1215,2603,46.7,25,23.1,19.5,+1.9,199,662,168,40,801
55, vs Manchester Utd,eng Premier League,29,38.0,13147,17274,76.1,227370,83853,6180,7080,87.3,5020,6073,82.7,1402,2837,49.4,24,25.2,22.4,-1.2,275,912,209,56,1204
56, vs Marseille,fr Ligue 1,23,28.0,9878,12782,77.3,174423,66316,4447,5105,87.1,4067,4820,84.4,1033,1993,51.8,20,21.8,19.3,-1.8,192,589,144,51,880
57, vs Metz,fr Ligue 1,24,28.0,12110,15183,79.8,215651,81238,5353,6089,87.9,5059,5962,84.9,1318,2234,59.0,25,27.6,25.2,-2.6,283,928,200,61,1307
58, vs Milan,it Serie A,32,38.0,13233,16945,78.1,234773,89699,5981,6798,88.0,5268,6276,83.9,1513,2703,56.0,27,26.4,21.4,+0.6,318,998,239,63,1352
59, vs Monaco,fr Ligue 1,28,28.0,11250,13920,80.8,200354,72636,5106,5730,89.1,4560,5250,86.9,1276,2136,59.7,29,29.5,23.9,-0.5,275,870,181,58,1143
60, vs Montpellier,fr Ligue 1,27,28.0,11092,14051,78.9,196295,73551,5034,5730,87.9,4435,5314,83.5,1250,2215,56.4,22,25.5,22.2,-3.5,280,748,191,50,1069
61, vs Nantes,fr Ligue 1,29,28.0,11710,14803,79.1,206757,76459,5187,5917,87.7,4901,5726,85.6,1226,2292,53.5,23,21.5,19.9,+1.5,219,731,167,53,1053
62, vs Napoli,it Serie A,25,38.0,13614,16890,80.6,235950,85882,6217,6934,89.7,5568,6413,86.8,1378,2492,55.3,33,31.0,25.3,+2.0,314,825,224,74,1156
63, vs Newcastle Utd,eng Premier League,28,38.0,19474,23531,82.8,339292,109168,8883,9936,89.4,8230,9358,87.9,1849,3083,60.0,38,50.4,47.6,-12.4,444,1593,362,77,1882
64, vs Nice,fr Ligue 1,31,28.0,10522,12996,81.0,194118,70206,4507,5056,89.1,4404,5046,87.3,1312,2140,61.3,21,29.7,25.7,-8.7,293,779,221,63,1070
65, vs Nîmes,fr Ligue 1,28,28.0,10876,13984,77.8,199832,72806,4590,5386,85.2,4887,5708,85.6,1196,2221,53.8,28,29.6,28.0,-1.6,251,826,192,53,1098
66, vs Norwich City,eng Premier League,30,38.0,15431,19565,78.9,273323,96267,6951,7961,87.3,6154,7294,84.4,1749,3018,58.0,50,46.6,42.9,+3.4,449,1322,424,103,1793
67, vs Osasuna,es La Liga,31,38.0,13039,17987,72.5,233717,91634,6047,7118,85.0,4939,6217,79.4,1608,3434,46.8,39,35.9,30.8,+3.1,303,952,257,81,1311
68, vs Paderborn 07,de Bundesliga,27,34.0,14581,18340,79.5,268004,100639,6121,7007,87.4,6277,7258,86.5,1741,2907,59.9,56,53.8,48.3,+2.2,380,980,340,83,1512
69, vs Paris S-G,fr Ligue 1,31,27.0,7870,10145,77.6,137101,56567,3848,4338,88.7,2781,3321,83.7,934,1717,54.4,16,17.8,14.1,-1.8,196,447,116,26,637
70, vs Parma,it Serie A,25,38.0,16942,20518,82.6,294933,104312,7911,8849,89.4,6766,7755,87.2,1773,2784,63.7,38,45.6,41.2,-7.6,539,1423,434,129,1929
71, vs RB Leipzig,de Bundesliga,29,34.0,12737,16552,77.0,232466,86304,5478,6329,86.6,5303,6266,84.6,1539,2829,54.4,28,29.8,29.7,-1.8,255,790,179,43,1079
72, vs Real Madrid,es La Liga,26,38.0,12998,16712,77.8,228135,88106,6010,6812,88.2,5025,5948,84.5,1433,2719,52.7,21,23.9,22.0,-2.9,249,899,185,46,1211
73, vs Real Sociedad,es La Liga,27,38.0,11671,15849,73.6,211926,80029,5293,6157,86.0,4408,5497,80.2,1526,3060,49.9,33,27.7,29.4,+5.3,296,837,223,66,1133
74, vs Reims,fr Ligue 1,26,28.0,10978,13913,78.9,193643,70748,4926,5626,87.6,4601,5388,85.4,1116,2138,52.2,13,17.9,18.5,-4.9,196,714,152,47,1004
75, vs Rennes,fr Ligue 1,26,28.0,10470,13366,78.3,185816,67284,4825,5484,88.0,4152,4969,83.6,1185,2157,54.9,14,20.4,17.8,-6.4,263,756,178,63,993
76, vs Roma,it Serie A,31,38.0,14005,17495,80.1,249434,91847,6239,6962,89.6,5877,6804,86.4,1508,2731,55.2,33,32.5,22.8,+0.5,327,897,233,62,1186
77, vs Saint-Étienne,fr Ligue 1,31,28.0,11132,14206,78.4,196014,70836,5079,5836,87.0,4495,5295,84.9,1209,2258,53.5,30,25.1,21.8,+4.9,227,763,169,42,1008
78, vs Sampdoria,it Serie A,31,38.0,17462,21460,81.4,304767,104196,7898,8787,89.9,7328,8434,86.9,1734,2987,58.1,41,34.3,28.2,+6.7,363,1223,307,100,1723
79, vs Sassuolo,it Serie A,31,38.0,12820,16147,79.4,229114,88481,5702,6441,88.5,5361,6260,85.6,1386,2429,57.1,40,42.9,36.9,-2.9,388,937,323,90,1363
80, vs Schalke 04,de Bundesliga,29,34.0,12855,16747,76.8,235142,89194,5436,6400,84.9,5262,6350,82.9,1660,2788,59.5,35,35.9,32.9,-0.9,350,869,238,74,1186
81, vs Sevilla,es La Liga,26,38.0,11772,15845,74.3,210526,82999,5296,6178,85.7,4555,5583,81.6,1403,2908,48.2,21,24.4,22.4,-3.4,255,906,195,55,1138
82, vs Sheffield Utd,eng Premier League,26,38.0,17999,22602,79.6,316412,102270,8160,9268,88.0,7419,8694,85.3,1854,3409,54.4,28,38.1,31.4,-10.1,326,1150,258,60,1420
83, vs Southampton,eng Premier League,25,38.0,13419,18481,72.6,242017,92050,5891,7104,82.9,5607,7101,79.0,1529,3057,50.0,41,38.7,31.2,+2.3,333,1041,301,79,1453
84, vs SPAL,it Serie A,34,38.0,15695,19334,81.2,276777,96470,7142,7999,89.3,6347,7409,85.7,1717,2888,59.5,48,48.5,39.7,-0.5,481,1258,367,104,1709
85, vs Strasbourg,fr Ligue 1,25,27.0,10461,13135,79.6,185191,68744,4763,5387,88.4,4258,4995,85.2,1169,2079,56.2,20,17.1,19.0,+2.9,195,788,146,37,1017
86, vs Torino,it Serie A,27,38.0,14163,18163,78.0,250464,96170,6493,7467,87.0,5577,6715,83.1,1629,2781,58.6,41,40.6,35.2,+0.4,459,1145,337,83,1534
87, vs Tottenham,eng Premier League,29,38.0,14672,18848,77.8,258025,92485,6771,7728,87.6,5788,6945,83.3,1621,2954,54.9,27,34.0,32.2,-7.0,392,1153,298,85,1554
88, vs Toulouse,fr Ligue 1,30,28.0,12811,15707,81.6,229542,81735,5651,6347,89.0,5447,6216,87.6,1373,2297,59.8,47,30.5,26.6,+16.5,291,1021,227,66,1378
89, vs Udinese,it Serie A,25,38.0,17605,21237,82.9,309399,104479,7960,8809,90.4,7212,8240,87.5,1879,2982,63.0,29,34.9,33.2,-5.9,422,1460,332,84,1792
90, vs Union Berlin,de Bundesliga,26,34.0,15034,19264,78.0,271292,98538,6377,7419,86.0,6519,7647,85.2,1684,3020,55.8,41,38.9,36.1,+2.1,366,964,248,66,1434
91, vs Valencia,es La Liga,28,38.0,15727,19444,80.9,272340,95683,7636,8502,89.8,5900,6868,85.9,1662,2975,55.9,31,35.3,36.5,-4.3,410,1367,363,112,1698
92, vs Valladolid,es La Liga,30,38.0,15445,19675,78.5,271526,100058,7076,8132,87.0,6084,7219,84.3,1705,3024,56.4,26,38.7,36.9,-12.7,345,1315,328,94,1764
93, vs Villarreal,es La Liga,25,38.0,13964,18041,77.4,251844,92332,6347,7237,87.7,5333,6425,83.0,1757,3206,54.8,35,31.9,32.8,+3.1,355,1090,296,104,1465
94, vs Watford,eng Premier League,26,38.0,17002,21471,79.2,292652,98057,7916,9018,87.8,6938,8154,85.1,1603,3020,53.1,37,39.4,32.3,-2.4,354,1253,287,66,1654
95, vs Werder Bremen,de Bundesliga,30,34.0,14001,17852,78.4,253599,94513,6015,7028,85.6,5684,6760,84.1,1706,2822,60.5,53,45.6,42.3,+7.4,385,1053,275,102,1393
96, vs West Ham,eng Premier League,29,38.0,17330,21591,80.3,296808,102799,8104,9093,89.1,7074,8231,85.9,1603,2924,54.8,49,48.7,41.1,+0.3,388,1332,376,96,1724
97, vs Wolfsburg,de Bundesliga,26,34.0,12768,16849,75.8,235356,91841,5380,6355,84.7,5354,6459,82.9,1600,2902,55.1,32,28.7,29.8,+3.3,279,960,220,63,1328
98, vs Wolves,eng Premier League,21,38.0,15811,19951,79.2,267919,93028,7591,8577,88.5,6174,7252,85.1,1485,2879,51.6,28,26.1,22.8,+1.9,289,1098,255,68,1411
1, vs Alavés,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
2, vs Angers,fr Ligue 1,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
3, vs Arsenal,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,23,Na,Na,Na,Na,Na
4, vs Atalanta,it Serie A,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
5, vs Athletic Club,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
6, vs Atlético Madrid,es La Liga,22,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15,Na,Na,Na,Na,Na
7, vs Augsburg,de Bundesliga,28,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
8, vs Barcelona,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,24,Na,Na,Na,Na,Na
9, vs Bastia,fr Ligue 1,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
10, vs Bayern Munich,de Bundesliga,22,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15,Na,Na,Na,Na,Na
11, vs Betis,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,41,Na,Na,Na,Na,Na
12, vs Bologna,it Serie A,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,44,Na,Na,Na,Na,Na
13, vs Bordeaux,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,27,Na,Na,Na,Na,Na
14, vs Bournemouth,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,47,Na,Na,Na,Na,Na
15, vs Burnley,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
16, vs Caen,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
17, vs Cagliari,it Serie A,34,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,51,Na,Na,Na,Na,Na
18, vs Celta Vigo,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,49,Na,Na,Na,Na,Na
19, vs Chelsea,eng Premier League,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,16,Na,Na,Na,Na,Na
20, vs Chievo,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,43,Na,Na,Na,Na,Na
21, vs Crotone,it Serie A,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
22, vs Crystal Palace,eng Premier League,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,44,Na,Na,Na,Na,Na
23, vs Darmstadt 98,de Bundesliga,31,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,43,Na,Na,Na,Na,Na
24, vs Dijon,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
25, vs Dortmund,de Bundesliga,27,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
26, vs Eibar,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,31,Na,Na,Na,Na,Na
27, vs Eint Frankfurt,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,35,Na,Na,Na,Na,Na
28, vs Empoli,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
29, vs Espanyol,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
30, vs Everton,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,31,Na,Na,Na,Na,Na
31, vs Fiorentina,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,37,Na,Na,Na,Na,Na
32, vs Freiburg,de Bundesliga,25,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46,Na,Na,Na,Na,Na
33, vs Genoa,it Serie A,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,37,Na,Na,Na,Na,Na
34, vs Granada,es La Liga,35,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56,Na,Na,Na,Na,Na
35, vs Guingamp,fr Ligue 1,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,41,Na,Na,Na,Na,Na
36, vs Hamburger SV,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
37, vs Hertha BSC,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
