Rk,Squad,Comp,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA
71, vs Osasuna,es La Liga,25,27.0,10308,13353,77.2,179020,68435,4848,5482,88.4,4156,5042,82.4,1009,2038,49.5,31,25.0,25.4,+6.0,213,807,193,72,988
72, vs Paris S-G,fr Ligue 1,27,24.0,7119,9156,77.8,127333,50117,3157,3657,86.3,2867,3426,83.7,824,1526,54.0,12,20.5,19.7,-8.5,217,560,148,37,729
73, vs Rayo Vallecano,es La Liga,25,27.0,9898,12880,76.8,172701,70456,4838,5569,86.9,3797,4574,83.0,994,1987,50.0,26,28.0,26.4,-2.0,259,760,219,62,1011
74, vs RB Leipzig,de Bundesliga,24,24.0,8657,11076,78.2,152694,59190,3829,4428,86.5,3739,4406,84.9,852,1569,54.3,24,21.2,23.4,+2.8,207,591,156,48,789
75, vs Real Madrid,es La Liga,25,27.0,9956,12093,82.3,171673,62255,4853,5309,91.4,3939,4463,88.3,942,1700,55.4,11,19.8,20.3,-8.8,205,714,167,62,864
76, vs Real Sociedad,es La Liga,30,27.0,7843,10677,73.5,144298,56854,3534,4143,85.3,3140,3866,81.2,959,2044,46.9,19,18.0,19.1,+1.0,195,558,145,47,675
77, vs Reims,fr Ligue 1,27,24.0,8717,11122,78.4,161513,60160,3521,4144,85.0,3880,4550,85.3,1034,1842,56.1,21,20.4,21.1,+0.6,204,693,163,46,887
78, vs Rennes,fr Ligue 1,29,24.0,9552,11794,81.0,169156,57653,4185,4792,87.3,4085,4691,87.1,950,1688,56.3,14,20.7,22.4,-6.7,211,778,200,58,914
79, vs Roma,it Serie A,28,27.0,10202,12409,82.2,181912,61861,4517,5043,89.6,4350,4966,87.6,1074,1814,59.2,26,20.1,18.7,+5.9,250,816,188,71,912
80, vs Salernitana,it Serie A,36,27.0,11601,14216,81.6,204697,70271,5282,5886,89.7,4866,5615,86.7,1184,2007,59.0,35,34.7,30.7,+0.3,321,937,249,77,1131
81, vs Sassuolo,it Serie A,30,27.0,11698,14294,81.8,207135,72571,5251,5817,90.3,4986,5637,88.5,1166,2063,56.5,39,31.6,26.7,+7.4,312,777,248,65,1095
82, vs Sevilla,es La Liga,35,27.0,9904,12709,77.9,177626,68408,4478,5119,87.5,4109,4890,84.0,1078,2019,53.4,27,28.6,25.5,-1.6,259,782,202,69,1026
83, vs Sheffield Utd,eng Premier League,33,27.0,14627,17493,83.6,244513,80644,7076,7830,90.4,5981,6794,88.0,1161,1968,59.0,49,39.5,37.0,+9.5,360,1118,304,59,1370
84, vs Strasbourg,fr Ligue 1,28,24.0,11375,13735,82.8,203565,69111,4656,5307,87.7,5238,5888,89.0,1108,1804,61.4,22,24.2,21.9,-2.2,216,774,199,51,1107
85, vs Stuttgart,de Bundesliga,27,24.0,8192,10680,76.7,145162,54945,3596,4191,85.8,3573,4229,84.5,799,1619,49.4,19,18.6,19.5,+0.4,200,554,145,35,723
86, vs Torino,it Serie A,28,27.0,9360,12082,77.5,161999,62172,4407,5008,88.0,3792,4562,83.1,912,1900,48.0,17,18.3,16.5,-1.3,225,628,155,44,734
87, vs Tottenham,eng Premier League,28,26.0,8151,10611,76.8,151260,59304,3656,4192,87.2,3204,3815,84.0,1084,1932,56.1,23,28.5,23.8,-5.5,248,646,200,42,769
88, vs Toulouse,fr Ligue 1,26,24.0,9960,12329,80.8,175634,60775,4187,4814,87.0,4552,5216,87.3,899,1673,53.7,17,25.8,24.6,-8.8,240,788,196,42,963
89, vs Udinese,it Serie A,32,27.0,11840,14524,81.5,211061,72154,5084,5712,89.0,5326,6117,87.1,1176,2002,58.7,28,24.7,23.5,+3.3,248,960,238,76,1235
90, vs Union Berlin,de Bundesliga,30,24.0,11156,13917,80.2,201930,70826,4768,5449,87.5,5051,5855,86.3,1139,1950,58.4,23,23.0,27.2,0.0,236,822,208,69,1079
91, vs Valencia,es La Liga,26,26.0,11607,14355,80.9,208850,73890,5115,5790,88.3,5066,5782,87.6,1176,2098,56.1,23,22.5,23.3,+0.5,187,927,212,60,1087
92, vs Villarreal,es La Liga,32,27.0,10463,13028,80.3,187119,65468,4791,5365,89.3,4335,4999,86.7,1106,2019,54.8,35,28.6,32.1,+6.4,272,867,262,92,1139
93, vs Werder Bremen,de Bundesliga,28,24.0,10380,13088,79.3,180500,66939,4727,5399,87.6,4327,5034,86.0,995,1906,52.2,27,27.8,30.2,-0.8,281,794,234,53,978
94, vs West Ham,eng Premier League,24,27.0,14007,16796,83.4,232310,77726,6862,7607,90.2,5752,6514,88.3,1056,1860,56.8,34,34.8,36.0,-0.8,358,1145,340,73,1489
95, vs Wolfsburg,de Bundesliga,27,24.0,10308,12908,79.9,187009,68180,4353,5024,86.6,4627,5318,87.0,1096,1860,58.9,30,25.3,29.9,+4.7,239,711,199,67,926
96, vs Wolves,eng Premier League,25,27.0,11904,14693,81.0,198057,68878,5687,6398,88.9,4930,5683,86.7,920,1784,51.6,31,33.7,33.4,-2.7,281,997,272,59,1253
1, vs Alavés,es La Liga,30,38.0,16759,20975,79.9,311147,108909,7415,8450,87.8,6737,7898,85.3,2235,3701,60.4,28,38.8,37.7,-10.8,392,1459,345,106,1842
2, vs Amiens,fr Ligue 1,30,38.0,16074,20616,78.0,280243,108471,7544,8596,87.8,6047,7336,82.4,1822,3366,54.1,30,40.2,43.1,-10.2,449,1335,350,107,1751
3, vs Angers,fr Ligue 1,27,38.0,16954,20989,80.8,298673,104755,7816,8799,88.8,6607,7650,86.4,1949,3277,59.5,34,33.4,28.1,+0.6,316,1339,246,74,1777
4, vs Arsenal,eng Premier League,30,38.0,11792,15903,74.1,215755,86235,5290,6114,86.5,4568,5677,80.5,1472,3072,47.9,38,32.9,30.5,+5.1,306,926,257,73,1188
5, vs Atalanta,it Serie A,25,38.0,12944,17218,75.2,235099,100327,5671,6630,85.5,5250,6460,81.3,1584,3078,51.5,29,27.1,27.2,+1.9,300,1048,219,66,1321
6, vs Athletic Club,es La Liga,26,38.0,13708,18019,76.1,251130,93926,6277,7277,86.3,5162,6313,81.8,1874,3382,55.4,33,37.1,30.1,-4.1,331,996,254,80,1311
7, vs Atlético Madrid,es La Liga,26,38.0,16583,20707,80.1,294310,103147,7860,8856,88.8,6372,7510,84.8,1911,3252,58.8,17,27.6,28.0,-10.6,321,1362,303,85,1677
8, vs Augsburg,de Bundesliga,27,34.0,13442,17485,76.9,260688,104811,5283,6300,83.9,5972,7192,83.0,1912,3267,58.5,32,29.9,36.0,+2.1,345,1237,260,79,1476
9, vs Barcelona,es La Liga,25,38.0,11775,15296,77.0,211715,82874,5689,6506,87.4,4190,5098,82.2,1544,2794,55.3,22,32.3,26.9,-10.3,340,918,233,65,1190
10, vs Bayern Munich,de Bundesliga,28,34.0,9078,12396,73.2,167726,71801,3948,4736,83.4,3700,4571,80.9,1135,2433,46.7,18,20.9,21.3,-2.9,197,703,150,40,866
11, vs Benevento,it Serie A,41,38.0,16307,20062,81.3,288759,106723,7470,8332,89.7,6568,7683,85.5,1805,2986,60.4,61,50.0,40.9,+11.0,430,1451,388,101,1860
12, vs Betis,es La Liga,29,38.0,12416,16312,76.1,225042,87704,5760,6619,87.0,4672,5666,82.5,1592,3021,52.7,45,35.9,33.3,+9.1,332,1057,314,106,1354
13, vs Bologna,it Serie A,30,38.0,16078,20178,79.7,291134,104795,6850,7786,88.0,6997,8140,86.0,1823,3197,57.0,36,38.2,33.6,-2.2,397,1428,361,99,1844
14, vs Bordeaux,fr Ligue 1,31,38.0,14431,18338,78.7,261901,99838,6321,7217,87.6,5771,6831,84.5,1798,3167,56.8,30,28.0,28.5,+2.0,292,1076,215,74,1408
15, vs Bournemouth,eng Premier League,22,38.0,14958,19663,76.1,277808,102639,6472,7432,87.1,6057,7353,82.4,1930,3701,52.1,44,43.7,41.6,+0.3,400,1277,364,87,1665
16, vs Brighton,eng Premier League,24,38.0,17192,21606,79.6,297956,104855,8012,9029,88.7,6962,8240,84.5,1682,3235,52.0,36,34.1,39.3,+1.9,396,1456,329,72,1816
17, vs Burnley,eng Premier League,24,38.0,15271,20149,75.8,269570,103168,7060,8121,86.9,5989,7369,81.3,1686,3498,48.2,29,38.0,33.3,-9.0,443,1216,358,98,1572
18, vs Caen,fr Ligue 1,26,38.0,15155,19629,77.2,267347,106265,7000,8081,86.6,5578,6822,81.8,1870,3322,56.3,31,34.2,33.0,-3.2,325,1158,250,71,1553
19, vs Cagliari,it Serie A,29,38.0,16337,20522,79.6,302719,112270,6948,7871,88.3,6838,8070,84.7,2107,3566,59.1,42,41.5,38.4,+0.5,422,1376,379,95,1739
20, vs Celta Vigo,es La Liga,23,38.0,12810,16893,75.8,228757,89598,6167,7099,86.9,4658,5797,80.4,1617,3120,51.8,48,41.5,38.2,+6.5,335,1118,314,79,1361
21, vs Chelsea,eng Premier League,26,38.0,14641,18643,78.5,267667,97050,6332,7201,87.9,6090,7148,85.2,1764,3272,53.9,26,24.4,26.3,+1.6,280,1209,240,60,1400
22, vs Chievo,it Serie A,25,38.0,17127,21425,79.9,306024,105891,7739,8750,88.4,6801,8030,84.7,2030,3499,58.0,34,39.1,36.1,-5.1,439,1328,356,98,1719
23, vs Crotone,it Serie A,29,38.0,18113,22839,79.3,323077,117667,8033,9178,87.5,7608,8981,84.7,1969,3537,55.7,46,41.0,39.7,+5.0,428,1467,343,85,1894
24, vs Crystal Palace,eng Premier League,28,38.0,15474,20017,77.3,281019,104004,6857,7987,85.9,6149,7418,82.9,1897,3311,57.3,40,36.2,36.5,+3.8,334,1302,324,82,1724
25, vs Dijon,fr Ligue 1,26,38.0,14327,18476,77.5,263980,104780,6226,7154,87.0,5486,6635,82.7,2022,3445,58.7,46,39.8,34.4,+6.2,371,1239,281,85,1635
26, vs Dortmund,de Bundesliga,30,34.0,10274,14089,72.9,191440,82579,4367,5191,84.1,4187,5211,80.3,1363,2781,49.0,35,31.1,29.4,+3.9,270,857,233,72,1132
27, vs Eibar,es La Liga,27,38.0,11768,16795,70.1,216530,92849,5394,6582,82.0,4405,5681,77.5,1591,3451,46.1,36,34.4,26.6,+1.6,242,803,204,68,1056
28, vs Eint Frankfurt,de Bundesliga,28,34.0,12584,16827,74.8,239558,96292,5150,6143,83.8,5396,6564,82.2,1727,3243,53.3,32,29.6,28.6,+2.4,281,1001,200,65,1265
29, vs Espanyol,es La Liga,25,38.0,15453,19826,77.9,289560,101627,6700,7675,87.3,6260,7442,84.1,2105,3753,56.1,26,35.9,35.2,-9.9,343,1266,272,79,1615
30, vs Everton,eng Premier League,30,38.0,15346,20161,76.1,269336,102590,7164,8319,86.1,5926,7307,81.1,1688,3339,50.6,51,38.2,34.0,+12.8,389,1285,344,69,1608
31, vs Fiorentina,it Serie A,27,38.0,13524,17877,75.7,244691,98045,5978,6972,85.7,5363,6513,82.3,1694,3227,52.5,33,28.6,27.8,+4.4,288,1070,256,81,1442
32, vs Freiburg,de Bundesliga,29,34.0,15037,19027,79.0,293010,104859,5665,6534,86.7,7017,8148,86.1,2042,3520,58.0,35,33.0,40.0,+2.0,364,1293,307,104,1464
33, vs Genoa,it Serie A,33,38.0,16723,20858,80.2,302302,113511,7254,8251,87.9,6993,8268,84.6,1991,3299,60.4,30,31.8,31.3,-1.8,376,1348,291,92,1759
34, vs Getafe,es La Liga,32,38.0,15456,20094,76.9,283918,106393,7065,8195,86.2,5972,7265,82.2,2027,3614,56.1,28,29.9,28.6,-1.9,283,1289,270,75,1580
35, vs Girona,es La Liga,25,38.0,14053,18292,76.8,247960,94942,6491,7441,87.2,5632,6765,83.3,1510,3075,49.1,39,34.6,30.8,+4.4,299,1114,272,54,1436
36, vs Guingamp,fr Ligue 1,23,38.0,14325,18424,77.8,258329,102071,6344,7329,86.6,5532,6652,83.2,1830,3213,57.0,48,36.1,32.6,+11.9,370,1070,263,74,1493
37, vs Hamburger SV,de Bundesliga,29,34.0,11669,15906,73.4,225425,91044,4601,5575,82.5,5114,6252,81.8,1624,3148,51.6,37,41.8,37.3,-4.8,338,971,251,70,1265
38, vs Hannover 96,de Bundesliga,26,34.0,13042,17240,75.6,246509,97282,5381,6337,84.9,5577,6784,82.2,1749,3250,53.8,40,41.4,39.7,-1.4,370,1140,309,81,1478
39, vs Hellas Verona,it Serie A,32,38.0,17752,21886,81.1,316800,114931,7789,8811,88.4,7482,8733,85.7,1943,3250,59.8,52,52.1,45.7,-0.1,550,1529,461,120,2129
40, vs Hertha BSC,de Bundesliga,25,34.0,14561,18490,78.8,265020,99548,6176,7115,86.8,6298,7451,84.5,1662,2951,56.3,31,30.0,36.7,+1.0,332,1227,268,80,1607
41, vs Hoffenheim,de Bundesliga,26,34.0,13175,16724,78.8,249059,98012,5301,6132,86.4,5882,6873,85.6,1679,2870,58.5,32,33.2,33.1,-1.2,312,985,229,56,1407
42, vs Huddersfield,eng Premier League,25,38.0,16103,20856,77.2,292360,111839,6810,7967,85.5,6920,8151,84.9,1883,3462,54.4,41,32.4,31.7,+8.6,313,1379,286,59,1669
43, vs Inter,it Serie A,22,38.0,13680,17430,78.5,255181,97169,5929,6705,88.4,5519,6567,84.0,1829,3210,57.0,20,27.6,26.0,-7.6,308,1093,268,82,1386
44, vs Juventus,it Serie A,24,38.0,14127,17703,79.8,251611,84692,6347,7126,89.1,5912,6946,85.1,1509,2815,53.6,13,17.5,17.1,-4.5,222,1149,197,61,1328
45, vs Köln,de Bundesliga,31,34.0,13753,17649,77.9,259095,101136,5667,6564,86.3,6054,7226,83.8,1713,3044,56.3,48,46.8,46.8,+1.2,401,1263,318,89,1650
46, vs La Coruña,es La Liga,32,38.0,15475,19584,79.0,280079,105558,7187,8175,87.9,5796,6870,84.4,2019,3449,58.5,53,43.3,37.8,+9.7,406,1332,320,86,1709
47, vs Las Palmas,es La Liga,36,38.0,12571,16479,76.3,225562,93028,5998,6942,86.4,4622,5585,82.8,1558,2966,52.5,53,55.5,40.0,-2.5,415,1091,277,77,1410
48, vs Lazio,it Serie A,24,38.0,15809,19672,80.4,280224,101062,7164,8066,88.8,6369,7476,85.2,1765,3087,57.2,23,27.0,25.4,-4.0,310,1186,262,69,1466
49, vs Leganés,es La Liga,28,38.0,15687,20217,77.6,292093,105585,6745,7802,86.5,6397,7656,83.6,2119,3694,57.4,28,31.5,30.8,-3.5,302,1219,276,89,1468
50, vs Leicester City,eng Premier League,27,38.0,14205,18852,75.4,251349,96967,6646,7717,86.1,5483,6826,80.3,1612,3171,50.8,47,36.7,34.0,+10.3,378,1282,314,73,1658
51, vs Levante,es La Liga,33,38.0,16099,20115,80.0,295798,107215,7111,8028,88.6,6437,7503,85.8,2084,3485,59.8,41,45.3,42.1,-4.3,410,1333,349,88,1661
52, vs Leverkusen,de Bundesliga,24,34.0,11659,15508,75.2,224961,89193,4542,5496,82.6,5237,6292,83.2,1602,2899,55.3,33,27.8,27.1,+5.2,266,909,204,50,1184
53, vs Lille,fr Ligue 1,25,38.0,13710,17524,78.2,242053,97910,6257,7129,87.8,5362,6425,83.5,1563,2853,54.8,44,41.3,34.6,+2.7,371,1011,242,68,1459
54, vs Liverpool,eng Premier League,27,38.0,11830,16343,72.4,215501,87776,5348,6298,84.9,4554,5708,79.8,1458,3207,45.5,23,21.6,19.5,+1.4,200,843,168,44,1103
55, vs Lyon,fr Ligue 1,26,38.0,12936,16781,77.1,228828,87874,6058,6920,87.5,4865,5886,82.7,1531,2936,52.1,24,25.0,24.4,-1.0,308,934,193,64,1348
56, vs M'Gladbach,de Bundesliga,27,34.0,13473,17055,79.0,257310,97216,5256,6132,85.7,6048,7020,86.2,1793,2995,59.9,39,41.8,44.9,-2.8,401,1203,314,106,1529
57, vs Mainz 05,de Bundesliga,27,34.0,13856,18014,76.9,263976,102679,5491,6459,85.0,6174,7378,83.7,1811,3265,55.5,36,33.6,35.1,+2.4,323,1100,272,77,1396
58, vs Málaga,es La Liga,37,38.0,15890,20218,78.6,297135,106437,6910,7997,86.4,6539,7682,85.1,2107,3572,59.0,44,43.1,36.4,+0.9,333,1389,299,76,1777
59, vs Manchester City,eng Premier League,25,38.0,8395,12187,68.9,157327,68694,3748,4498,83.3,3155,4107,76.8,1171,2694,43.5,17,16.4,15.2,+0.6,162,586,125,36,713
60, vs Manchester Utd,eng Premier League,27,38.0,13672,17783,76.9,235906,92826,6596,7541,87.5,5273,6385,82.6,1354,2833,47.8,18,30.9,31.8,-12.9,341,1062,286,62,1463
61, vs Marseille,fr Ligue 1,26,38.0,11370,15235,74.6,210424,86809,5048,5979,84.4,4264,5270,80.9,1638,2910,56.3,30,27.5,26.1,+2.5,281,852,203,61,1231
62, vs Metz,fr Ligue 1,36,38.0,16131,20255,79.6,287331,110659,7229,8258,87.5,6390,7495,85.3,1900,3231,58.8,53,54.4,47.4,-1.4,421,1205,308,81,1763
63, vs Milan,it Serie A,23,38.0,13644,17406,78.4,245034,92818,6002,6812,88.1,5661,6718,84.3,1532,2825,54.2,30,26.3,26.8,+3.7,313,1031,230,73,1358
64, vs Monaco,fr Ligue 1,32,38.0,13662,17814,76.7,247701,99618,6115,7053,86.7,5269,6390,82.5,1737,3198,54.3,34,35.8,29.9,-1.8,335,965,246,74,1381
65, vs Montpellier,fr Ligue 1,23,38.0,15796,19926,79.3,288456,106046,6906,7799,88.5,6302,7431,84.8,2033,3563,57.1,23,27.5,27.0,-4.5,272,1096,210,60,1461
66, vs Nantes,fr Ligue 1,30,38.0,16435,20918,78.6,305507,114525,7035,8084,87.0,6577,7856,83.7,2281,3717,61.4,32,26.0,30.6,+6.0,346,1245,299,88,1757
67, vs Napoli,it Serie A,23,38.0,12948,16906,76.6,246565,97554,5256,6121,85.9,5553,6527,85.1,1757,3296,53.3,19,17.7,16.7,+1.3,229,770,161,58,1004
68, vs Newcastle Utd,eng Premier League,27,38.0,17255,22043,78.3,316958,112210,7370,8518,86.5,7275,8605,84.5,2093,3688,56.8,32,37.4,39.1,-5.4,358,1487,336,71,1844
69, vs Nice,fr Ligue 1,31,38.0,13708,17085,80.2,244409,91136,6289,7056,89.1,5223,6084,85.8,1658,2841,58.4,38,34.3,30.6,+3.7,355,1189,272,106,1495
70, vs Paris S-G,fr Ligue 1,28,38.0,10273,13432,76.5,179782,76238,4947,5616,88.1,3705,4456,83.1,1176,2386,49.3,19,22.9,22.1,-3.9,291,718,174,53,1057
71, vs RB Leipzig,de Bundesliga,23,34.0,10914,15146,72.1,213901,88963,4133,5083,81.3,4954,6177,80.2,1558,3047,51.1,34,33.0,31.2,+1.0,277,930,214,62,1210
72, vs Real Madrid,es La Liga,24,38.0,12894,16245,79.4,232813,94199,6185,6886,89.8,4693,5552,84.5,1626,2872,56.6,34,31.5,28.6,+2.5,282,1061,226,57,1229
73, vs Real Sociedad,es La Liga,27,38.0,12215,16097,75.9,222362,87842,5812,6667,87.2,4378,5374,81.5,1651,3075,53.7,41,35.5,30.2,+5.5,292,988,236,62,1244
74, vs Rennes,fr Ligue 1,28,38.0,13768,18015,76.4,248318,95213,6118,7067,86.6,5404,6525,82.8,1675,3164,52.9,32,33.8,32.4,-1.8,320,978,248,80,1428
75, vs Roma,it Serie A,27,38.0,11800,15899,74.2,211619,88160,5468,6275,87.1,4616,5736,80.5,1376,3010,45.7,22,26.2,23.0,-4.2,313,895,207,62,1148
76, vs Saint-Étienne,fr Ligue 1,30,38.0,14186,18142,78.2,251443,93833,6608,7505,88.0,5162,6220,83.0,1827,3171,57.6,30,37.4,37.1,-7.4,390,1150,257,89,1470
77, vs Sampdoria,it Serie A,27,38.0,13641,17740,76.9,262205,101202,5796,6704,86.5,5383,6413,83.9,2062,3477,59.3,41,43.4,32.7,-2.4,423,972,324,115,1431
78, vs Sassuolo,it Serie A,28,38.0,16983,21402,79.4,305392,114556,7546,8563,88.1,7081,8420,84.1,1930,3404,56.7,38,36.6,33.4,+1.4,357,1392,304,75,1723
79, vs Schalke 04,de Bundesliga,24,34.0,14287,18165,78.7,269233,97078,5615,6572,85.4,6563,7597,86.4,1768,3074,57.5,25,24.9,26.9,+0.1,261,1035,208,65,1379
80, vs Sevilla,es La Liga,31,38.0,13236,17336,76.3,241507,94007,6031,6923,87.1,5068,6128,82.7,1726,3286,52.5,39,36.6,31.4,+2.4,330,1064,262,76,1410
81, vs Southampton,eng Premier League,26,38.0,13666,18211,75.0,249670,97068,5999,7099,84.5,5594,6863,81.5,1629,3169,51.4,43,33.7,30.8,+9.3,370,1208,302,73,1443
82, vs SPAL,it Serie A,29,38.0,16318,20159,80.9,289545,104170,7397,8358,88.5,6599,7796,84.6,1865,3035,61.4,33,37.5,37.3,-4.5,428,1387,333,90,1794
83, vs Stoke City,eng Premier League,30,38.0,16444,21090,78.0,286852,106086,7479,8547,87.5,6730,8047,83.6,1658,3252,51.0,49,46.3,41.9,+2.7,424,1297,377,91,1749
84, vs Strasbourg,fr Ligue 1,25,38.0,13578,17593,77.2,239493,98985,6282,7264,86.5,5060,6183,81.8,1634,2933,55.7,45,42.7,36.4,+2.3,344,1120,250,78,1631
85, vs Stuttgart,de Bundesliga,26,34.0,14373,18342,78.4,274132,102980,5734,6760,84.8,6363,7555,84.2,1954,3209,60.9,24,29.5,32.5,-5.5,320,1315,248,67,1577
86, vs Swansea City,eng Premier League,26,38.0,17707,21866,81.0,311296,110365,8115,9060,89.6,7233,8379,86.3,1802,3261,55.3,37,42.1,38.5,-5.1,403,1482,366,88,1838
87, vs Torino,it Serie A,27,38.0,13753,17931,76.7,254041,96932,5887,6810,86.4,5633,6773,83.2,1787,3299,54.2,31,32.8,31.9,-1.8,371,1081,267,74,1421
88, vs Tottenham,eng Premier League,25,38.0,10279,14649,70.2,194241,82717,4476,5395,83.0,3802,4875,78.0,1553,3268,47.5,22,22.1,21.6,-0.1,250,797,204,54,1028
89, vs Toulouse,fr Ligue 1,25,38.0,14641,18947,77.3,253318,99492,6941,7883,88.1,5233,6343,82.5,1712,3220,53.2,35,37.5,37.1,-2.5,361,1187,295,88,1573
90, vs Troyes,fr Ligue 1,25,38.0,17846,22124,80.7,323981,111697,7832,8830,88.7,7227,8400,86.0,2212,3658,60.5,40,37.2,36.4,+2.8,401,1364,293,96,1756
91, vs Udinese,it Serie A,27,38.0,16702,20894,79.9,306045,112126,7257,8218,88.3,6906,8115,85.1,2098,3482,60.3,41,32.2,29.8,+8.8,390,1408,292,80,1899
92, vs Valencia,es La Liga,25,38.0,15392,19424,79.2,272768,99429,7404,8249,89.8,5680,6758,84.0,1856,3333,55.7,28,35.2,36.8,-7.2,347,1292,301,91,1613
93, vs Villarreal,es La Liga,32,38.0,14775,18855,78.4,265742,97909,6837,7780,87.9,5542,6577,84.3,1881,3317,56.7,37,36.2,37.6,+0.8,377,1206,310,106,1587
94, vs Watford,eng Premier League,29,38.0,13459,18013,74.7,247371,96375,5931,6990,84.8,5334,6652,80.2,1723,3250,53.0,43,36.4,30.1,+6.6,301,1078,247,60,1391
95, vs Werder Bremen,de Bundesliga,25,34.0,14073,18078,77.8,258607,99491,5962,6918,86.2,5980,7118,84.0,1709,3136,54.5,27,32.7,34.4,-5.7,303,1109,235,71,1344
96, vs West Brom,eng Premier League,24,38.0,17631,22103,79.8,316202,111619,7911,8976,88.1,7140,8468,84.3,2013,3520,57.2,44,36.8,36.5,+7.2,384,1568,333,80,1924
97, vs West Ham,eng Premier League,27,38.0,15856,20189,78.5,278684,103741,7331,8412,87.1,6257,7465,83.8,1728,3192,54.1,48,39.1,42.2,+8.9,424,1348,316,77,1691
98, vs Wolfsburg,de Bundesliga,29,34.0,13220,16997,77.8,250105,95229,5360,6248,85.8,5827,6917,84.2,1712,3019,56.7,31,37.2,36.8,-6.2,352,1154,279,62,1511
1, vs Ajaccio,fr Ligue 1,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
2, vs Arsenal,eng Premier League,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
3, vs Aston Villa,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
4, vs Atalanta,it Serie A,35,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
5, vs Athletic Club,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
6, vs Atlético Madrid,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
7, vs Augsburg,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
8, vs Barcelona,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
9, vs Bastia,fr Ligue 1,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
10, vs Bayern Munich,de Bundesliga,24,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
11, vs Betis,es La Liga,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
12, vs Bologna,it Serie A,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
13, vs Bordeaux,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
14, vs Brest,fr Ligue 1,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
15, vs Cagliari,it Serie A,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
16, vs Catania,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
17, vs Celta Vigo,es La Liga,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
18, vs Chelsea,eng Premier League,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
19, vs Chievo,it Serie A,35,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
20, vs Dortmund,de Bundesliga,23,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
21, vs Düsseldorf,de Bundesliga,28,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
22, vs Eint Frankfurt,de Bundesliga,27,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
23, vs Espanyol,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
24, vs Everton,eng Premier League,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
